DATETIME,BearSpringDischarge[m3/day]
8/21/2018 10:59,1.75E+03
8/21/2018 11:59,1.75E+03
8/21/2018 12:59,1.74E+03
8/21/2018 13:59,1.74E+03
8/21/2018 14:59,1.74E+03
8/21/2018 15:59,1.74E+03
8/21/2018 16:59,1.74E+03
8/21/2018 17:59,1.73E+03
8/21/2018 18:59,1.73E+03
8/21/2018 19:59,1.73E+03
8/21/2018 20:59,1.73E+03
8/21/2018 21:59,1.72E+03
8/21/2018 22:59,1.72E+03
8/21/2018 23:59,1.72E+03
8/22/2018 0:59,1.71E+03
8/22/2018 1:59,1.71E+03
8/22/2018 2:59,1.71E+03
8/22/2018 3:59,1.71E+03
8/22/2018 4:59,1.71E+03
8/22/2018 5:59,1.71E+03
8/22/2018 6:59,1.70E+03
8/22/2018 7:59,1.70E+03
8/22/2018 8:59,1.70E+03
8/22/2018 9:59,1.70E+03
8/22/2018 10:59,1.70E+03
8/22/2018 11:59,1.70E+03
8/22/2018 12:59,1.69E+03
8/22/2018 13:59,1.69E+03
8/22/2018 14:59,1.69E+03
8/22/2018 15:59,1.69E+03
8/22/2018 16:59,1.68E+03
8/22/2018 17:59,1.68E+03
8/22/2018 18:59,1.68E+03
8/22/2018 19:59,1.67E+03
8/22/2018 20:59,1.67E+03
8/22/2018 21:59,1.66E+03
8/22/2018 22:59,1.66E+03
8/22/2018 23:59,1.65E+03
8/23/2018 0:59,1.65E+03
8/23/2018 1:59,1.65E+03
8/23/2018 2:59,1.64E+03
8/23/2018 3:59,1.64E+03
8/23/2018 4:59,1.64E+03
8/23/2018 5:59,1.64E+03
8/23/2018 6:59,1.64E+03
8/23/2018 7:59,1.63E+03
8/23/2018 8:59,1.63E+03
8/23/2018 9:59,1.63E+03
8/23/2018 10:59,1.63E+03
8/23/2018 11:59,1.63E+03
8/23/2018 12:59,1.62E+03
8/23/2018 13:59,1.62E+03
8/23/2018 14:59,1.62E+03
8/23/2018 15:59,1.61E+03
8/23/2018 16:59,1.61E+03
8/23/2018 17:59,1.60E+03
8/23/2018 18:59,1.60E+03
8/23/2018 19:59,1.59E+03
8/23/2018 20:59,1.59E+03
8/23/2018 21:59,1.58E+03
8/23/2018 22:59,1.58E+03
8/23/2018 23:59,1.58E+03
8/24/2018 0:59,1.57E+03
8/24/2018 1:59,1.57E+03
8/24/2018 2:59,1.56E+03
8/24/2018 3:59,1.54E+03
8/24/2018 4:59,1.55E+03
8/24/2018 5:59,1.55E+03
8/24/2018 6:59,1.56E+03
8/24/2018 7:59,1.56E+03
8/24/2018 8:59,1.56E+03
8/24/2018 9:59,1.56E+03
8/24/2018 10:59,1.54E+03
8/24/2018 11:59,1.54E+03
8/24/2018 12:59,1.55E+03
8/24/2018 13:59,1.55E+03
8/24/2018 14:59,1.55E+03
8/24/2018 15:59,1.55E+03
8/24/2018 16:59,1.55E+03
8/24/2018 17:59,1.55E+03
8/24/2018 18:59,1.54E+03
8/24/2018 19:59,1.54E+03
8/24/2018 20:59,1.55E+03
8/24/2018 21:59,1.56E+03
8/24/2018 22:59,1.56E+03
8/24/2018 23:59,1.57E+03
8/25/2018 0:59,1.57E+03
8/25/2018 1:59,1.57E+03
8/25/2018 2:59,1.56E+03
8/25/2018 3:59,1.56E+03
8/25/2018 4:59,1.57E+03
8/25/2018 5:59,1.57E+03
8/25/2018 6:59,1.57E+03
8/25/2018 7:59,1.57E+03
8/25/2018 8:59,1.58E+03
8/25/2018 9:59,1.58E+03
8/25/2018 10:59,1.58E+03
8/25/2018 11:59,1.58E+03
8/25/2018 12:59,1.58E+03
8/25/2018 13:59,1.58E+03
8/25/2018 14:59,1.58E+03
8/25/2018 15:59,1.58E+03
8/25/2018 16:59,1.58E+03
8/25/2018 17:59,1.58E+03
8/25/2018 18:59,1.57E+03
8/25/2018 19:59,1.57E+03
8/25/2018 20:59,1.57E+03
8/25/2018 21:59,1.56E+03
8/25/2018 22:59,1.56E+03
8/25/2018 23:59,1.56E+03
8/26/2018 0:59,1.55E+03
8/26/2018 1:59,1.55E+03
8/26/2018 2:59,1.55E+03
8/26/2018 3:59,1.55E+03
8/26/2018 4:59,1.55E+03
8/26/2018 5:59,1.55E+03
8/26/2018 6:59,1.54E+03
8/26/2018 7:59,1.54E+03
8/26/2018 8:59,1.54E+03
8/26/2018 9:59,1.54E+03
8/26/2018 10:59,1.54E+03
8/26/2018 11:59,1.54E+03
8/26/2018 12:59,1.54E+03
8/26/2018 13:59,1.54E+03
8/26/2018 14:59,1.54E+03
8/26/2018 15:59,1.54E+03
8/26/2018 16:59,1.54E+03
8/26/2018 17:59,1.53E+03
8/26/2018 18:59,1.53E+03
8/26/2018 19:59,1.53E+03
8/26/2018 20:59,1.53E+03
8/26/2018 21:59,1.52E+03
8/26/2018 22:59,1.52E+03
8/26/2018 23:59,1.52E+03
8/27/2018 0:59,1.52E+03
8/27/2018 1:59,1.52E+03
8/27/2018 2:59,1.52E+03
8/27/2018 3:59,1.51E+03
8/27/2018 4:59,1.51E+03
8/27/2018 5:59,1.51E+03
8/27/2018 6:59,1.51E+03
8/27/2018 7:59,1.51E+03
8/27/2018 8:59,1.51E+03
8/27/2018 9:59,1.51E+03
8/27/2018 10:59,1.51E+03
8/27/2018 11:59,1.50E+03
8/27/2018 12:59,1.50E+03
8/27/2018 13:59,1.50E+03
8/27/2018 14:59,1.50E+03
8/27/2018 15:59,1.50E+03
8/27/2018 16:59,1.49E+03
8/27/2018 17:59,1.48E+03
8/27/2018 18:59,1.46E+03
8/27/2018 19:59,1.45E+03
8/27/2018 20:59,1.47E+03
8/27/2018 21:59,1.48E+03
8/27/2018 22:59,1.48E+03
8/27/2018 23:59,1.49E+03
8/28/2018 0:59,1.49E+03
8/28/2018 1:59,1.49E+03
8/28/2018 2:59,1.49E+03
8/28/2018 3:59,1.49E+03
8/28/2018 4:59,1.49E+03
8/28/2018 5:59,1.49E+03
8/28/2018 6:59,1.49E+03
8/28/2018 7:59,1.49E+03
8/28/2018 8:59,1.49E+03
8/28/2018 9:59,1.48E+03
8/28/2018 10:59,1.48E+03
8/28/2018 11:59,1.49E+03
8/28/2018 12:59,1.49E+03
8/28/2018 13:59,1.48E+03
8/28/2018 14:59,1.51E+03
8/28/2018 15:59,1.56E+03
8/28/2018 16:59,1.60E+03
8/28/2018 17:59,1.67E+03
8/28/2018 18:59,1.73E+03
8/28/2018 19:59,1.77E+03
8/28/2018 20:59,1.80E+03
8/28/2018 21:59,1.82E+03
8/28/2018 22:59,1.84E+03
8/28/2018 23:59,1.86E+03
8/29/2018 0:59,1.88E+03
8/29/2018 1:59,1.89E+03
8/29/2018 2:59,1.90E+03
8/29/2018 3:59,1.92E+03
8/29/2018 4:59,1.93E+03
8/29/2018 5:59,1.93E+03
8/29/2018 6:59,1.92E+03
8/29/2018 7:59,1.92E+03
8/29/2018 8:59,1.92E+03
8/29/2018 9:59,1.92E+03
8/29/2018 10:59,1.93E+03
8/29/2018 11:59,1.93E+03
8/29/2018 12:59,1.93E+03
8/29/2018 13:59,1.94E+03
8/29/2018 14:59,1.94E+03
8/29/2018 15:59,1.94E+03
8/29/2018 16:59,1.94E+03
8/29/2018 17:59,1.94E+03
8/29/2018 18:59,1.94E+03
8/29/2018 19:59,1.95E+03
8/29/2018 20:59,1.95E+03
8/29/2018 21:59,1.95E+03
8/29/2018 22:59,1.95E+03
8/29/2018 23:59,1.95E+03
8/30/2018 0:59,1.95E+03
8/30/2018 1:59,1.95E+03
8/30/2018 2:59,1.96E+03
8/30/2018 3:59,1.96E+03
8/30/2018 4:59,1.96E+03
8/30/2018 5:59,1.96E+03
8/30/2018 6:59,1.97E+03
8/30/2018 7:59,1.97E+03
8/30/2018 8:59,1.97E+03
8/30/2018 9:59,1.97E+03
8/30/2018 10:59,1.98E+03
8/30/2018 11:59,1.98E+03
8/30/2018 12:59,1.98E+03
8/30/2018 13:59,1.98E+03
8/30/2018 14:59,1.98E+03
8/30/2018 15:59,1.98E+03
8/30/2018 16:59,1.98E+03
8/30/2018 17:59,1.97E+03
8/30/2018 18:59,1.95E+03
8/30/2018 19:59,1.94E+03
8/30/2018 20:59,1.92E+03
8/30/2018 21:59,1.90E+03
8/30/2018 22:59,1.89E+03
8/30/2018 23:59,1.88E+03
8/31/2018 0:59,1.87E+03
8/31/2018 1:59,1.86E+03
8/31/2018 2:59,1.86E+03
8/31/2018 3:59,1.85E+03
8/31/2018 4:59,1.85E+03
8/31/2018 5:59,1.84E+03
8/31/2018 6:59,1.84E+03
8/31/2018 7:59,1.84E+03
8/31/2018 8:59,1.83E+03
8/31/2018 9:59,1.84E+03
8/31/2018 10:59,1.85E+03
8/31/2018 11:59,1.86E+03
8/31/2018 12:59,1.87E+03
8/31/2018 13:59,1.87E+03
8/31/2018 14:59,1.87E+03
8/31/2018 15:59,1.87E+03
8/31/2018 16:59,1.87E+03
8/31/2018 17:59,1.87E+03
8/31/2018 18:59,1.86E+03
8/31/2018 19:59,1.85E+03
8/31/2018 20:59,1.84E+03
8/31/2018 21:59,1.84E+03
8/31/2018 22:59,1.83E+03
